X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.379726,43.647319,80502714,6000477912,2016,2016-03-20T04:00:00.000Z,303,3,BAY ST,WELLINGTON ST W, ,Major Arterial,Toronto and East York,43.647319,-79.379726,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Major,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,52,,,76,,428
-79.379726,43.647319,80502715,6000477912,2016,2016-03-20T04:00:00.000Z,303,3,BAY ST,WELLINGTON ST W, ,Major Arterial,Toronto and East York,43.647319,-79.379726,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,unknown,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,52,,,76,,429
-79.379726,43.647319,80502716,6000477912,2016,2016-03-20T04:00:00.000Z,303,3,BAY ST,WELLINGTON ST W, ,Major Arterial,Toronto and East York,43.647319,-79.379726,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,52,,,76,,430
-79.379726,43.647319,80502717,6000477912,2016,2016-03-20T04:00:00.000Z,303,3,BAY ST,WELLINGTON ST W, ,Major Arterial,Toronto and East York,43.647319,-79.379726,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,52,,,76,,431
-79.379726,43.647319,80502718,6000477912,2016,2016-03-20T04:00:00.000Z,303,3,BAY ST,WELLINGTON ST W, ,Major Arterial,Toronto and East York,43.647319,-79.379726,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,10 to 14,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,52,,,76,,432
-79.379726,43.647319,80502719,6000477912,2016,2016-03-20T04:00:00.000Z,303,3,BAY ST,WELLINGTON ST W, ,Major Arterial,Toronto and East York,43.647319,-79.379726,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,52,,,76,,433
-79.379726,43.647319,80502720,6000477912,2016,2016-03-20T04:00:00.000Z,303,3,BAY ST,WELLINGTON ST W, ,Major Arterial,Toronto and East York,43.647319,-79.379726,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,52,,,76,,434
-79.267925,43.732192,80510908,5000589583,2015,2015-04-10T04:00:00.000Z,304,3,KENNEDY RD,EGLINTON AVE E, ,Major Arterial,Scarborough,43.732192,-79.267925,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,40 to 44,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,124,,435
-79.267925,43.732192,80510909,5000589583,2015,2015-04-10T04:00:00.000Z,304,3,KENNEDY RD,EGLINTON AVE E, ,Major Arterial,Scarborough,43.732192,-79.267925,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,20 to 24,Major,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,124,,436
-79.267925,43.732192,80510910,5000589583,2015,2015-04-10T04:00:00.000Z,304,3,KENNEDY RD,EGLINTON AVE E, ,Major Arterial,Scarborough,43.732192,-79.267925,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Passenger,25 to 29,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,124,,437
-79.396343,43.648692,80942967,8000243481,2018,2018-02-08T05:00:00.000Z,313,3,SPADINA  AVE,QUEEN ST W, ,Major Arterial,Toronto and East York,43.648692,-79.396343,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Minor,0,East, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,"Crossing, Pedestrian Crossover",Normal, , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,"14,52",,,77,,438
-79.396343,43.648692,80942968,8000243481,2018,2018-02-08T05:00:00.000Z,313,3,SPADINA  AVE,QUEEN ST W, ,Major Arterial,Toronto and East York,43.648692,-79.396343,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,0,East, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,"Crossing, Pedestrian Crossover",Normal, , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,"14,52",,,77,,439
-79.396343,43.648692,80942969,8000243481,2018,2018-02-08T05:00:00.000Z,313,3,SPADINA  AVE,QUEEN ST W, ,Major Arterial,Toronto and East York,43.648692,-79.396343,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Passenger,35 to 39,None,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,"14,52",,,77,,440
-79.396343,43.648692,80942970,8000243481,2018,2018-02-08T05:00:00.000Z,313,3,SPADINA  AVE,QUEEN ST W, ,Major Arterial,Toronto and East York,43.648692,-79.396343,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Passenger,25 to 29,None,0, , , , , , , , , , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,"14,52",,,77,,441
-79.396343,43.648692,80942971,8000243481,2018,2018-02-08T05:00:00.000Z,313,3,SPADINA  AVE,QUEEN ST W, ,Major Arterial,Toronto and East York,43.648692,-79.396343,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,"14,52",,,77,,442
-79.42369,43.687645,5319794,1019958,2008,2008-01-11T05:00:00.000Z,328,3,VAUGHAN RD,KENWOOD AVE, ,Minor Arterial,Toronto and East York,43.687645,-79.42369,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Passenger,15 to 19,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,13,,,106,,443
-79.42369,43.687645,5319795,1019958,2008,2008-01-11T05:00:00.000Z,328,3,VAUGHAN RD,KENWOOD AVE, ,Minor Arterial,Toronto and East York,43.687645,-79.42369,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,13,,,106,,444
-79.42369,43.687645,5319796,1019958,2008,2008-01-11T05:00:00.000Z,328,3,VAUGHAN RD,KENWOOD AVE, ,Minor Arterial,Toronto and East York,43.687645,-79.42369,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,20 to 24,Minor,0,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,13,,,106,,445
-79.42369,43.687645,5319797,1019958,2008,2008-01-11T05:00:00.000Z,328,3,VAUGHAN RD,KENWOOD AVE, ,Minor Arterial,Toronto and East York,43.687645,-79.42369,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,13,,,106,,446
-79.42369,43.687645,5319798,1019958,2008,2008-01-11T05:00:00.000Z,328,3,VAUGHAN RD,KENWOOD AVE, ,Minor Arterial,Toronto and East York,43.687645,-79.42369,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Other Property Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,13,,,106,,447
-79.42369,43.687645,5319799,1019958,2008,2008-01-11T05:00:00.000Z,328,3,VAUGHAN RD,KENWOOD AVE, ,Minor Arterial,Toronto and East York,43.687645,-79.42369,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,Driver,unknown,None,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,13,,,106,,448
-79.28379,43.773045,7411365,1292618,2012,2012-05-05T04:00:00.000Z,332,3,KENNEDY RD,WILLIAM KITCHEN RD, ,Expressway,Scarborough,43.773045,-79.28379,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Motorcycle Driver,35 to 39,Major,0,East,Motorcycle,Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes,Yes, , , , , ,Yes,Yes,Yes, ,41,,,126,,449
-79.28379,43.773045,7411366,1292618,2012,2012-05-05T04:00:00.000Z,332,3,KENNEDY RD,WILLIAM KITCHEN RD, ,Expressway,Scarborough,43.773045,-79.28379,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,55 to 59,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes,Yes, , , , , ,Yes,Yes,Yes, ,41,,,126,,450
-79.41559,43.722245,6599776,1221131,2011,2011-01-12T05:00:00.000Z,334,3,AVENUE RD,LAWRENCE AVE W, ,Major Arterial,North York,43.722245,-79.41559,Intersection,At Intersection,Traffic Signal,Snow,Dark,Packed Snow,Non-Fatal Injury,Angle,Passenger,35 to 39,Minimal,0, ,Other, , , , , , , , , , , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,"32,53",,,39,,451
-79.41559,43.722245,6599777,1221131,2011,2011-01-12T05:00:00.000Z,334,3,AVENUE RD,LAWRENCE AVE W, ,Major Arterial,North York,43.722245,-79.41559,Intersection,At Intersection,Traffic Signal,Snow,Dark,Packed Snow,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,"32,53",,,39,,452
-79.41559,43.722245,6599778,1221131,2011,2011-01-12T05:00:00.000Z,334,3,AVENUE RD,LAWRENCE AVE W, ,Major Arterial,North York,43.722245,-79.41559,Intersection,At Intersection,Traffic Signal,Snow,Dark,Packed Snow,Non-Fatal Injury,Angle,Driver,25 to 29,Major,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,"32,53",,,39,,453
-79.41559,43.722245,6599779,1221131,2011,2011-01-12T05:00:00.000Z,334,3,AVENUE RD,LAWRENCE AVE W, ,Major Arterial,North York,43.722245,-79.41559,Intersection,At Intersection,Traffic Signal,Snow,Dark,Packed Snow,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,"32,53",,,39,,454
-79.41559,43.722245,6599780,1221131,2011,2011-01-12T05:00:00.000Z,334,3,AVENUE RD,LAWRENCE AVE W, ,Major Arterial,North York,43.722245,-79.41559,Intersection,At Intersection,Traffic Signal,Snow,Dark,Packed Snow,Non-Fatal Injury,Angle,Driver,45 to 49,None,0,East,Municipal Transit Bus (TTC),Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , ,Yes, ,Yes, ,Yes,Yes, , ,"32,53",,,39,,455
-79.38559,43.648845,7420674,1296711,2012,2012-04-05T04:00:00.000Z,340,3,UNIVERSITY AVE,ADELAIDE ST W, ,Major Arterial,Toronto and East York,43.648845,-79.38559,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, ,Yes, , ,Yes, ,Yes,Yes, , ,52,,,76,,456
-79.38559,43.648845,7420675,1296711,2012,2012-04-05T04:00:00.000Z,340,3,UNIVERSITY AVE,ADELAIDE ST W, ,Major Arterial,Toronto and East York,43.648845,-79.38559,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, ,Yes, , ,Yes, ,Yes,Yes, , ,52,,,76,,457
-79.38559,43.648845,7420676,1296711,2012,2012-04-05T04:00:00.000Z,340,3,UNIVERSITY AVE,ADELAIDE ST W, ,Major Arterial,Toronto and East York,43.648845,-79.38559,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Truck Driver,50 to 54,None,0,South,Truck - Open,Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, ,Yes, , ,Yes, ,Yes,Yes, , ,52,,,76,,458
-79.38559,43.648845,7420677,1296711,2012,2012-04-05T04:00:00.000Z,340,3,UNIVERSITY AVE,ADELAIDE ST W, ,Major Arterial,Toronto and East York,43.648845,-79.38559,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,Minimal,0, ,Other, , , , , , , , , , , ,Yes, ,Yes, , ,Yes, ,Yes,Yes, , ,52,,,76,,459
-79.38559,43.648845,7420678,1296711,2012,2012-04-05T04:00:00.000Z,340,3,UNIVERSITY AVE,ADELAIDE ST W, ,Major Arterial,Toronto and East York,43.648845,-79.38559,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,Major,0, ,Other, , , , , , , , , , , ,Yes, ,Yes, , ,Yes, ,Yes,Yes, , ,52,,,76,,460
-79.38559,43.648845,7420679,1296711,2012,2012-04-05T04:00:00.000Z,340,3,UNIVERSITY AVE,ADELAIDE ST W, ,Major Arterial,Toronto and East York,43.648845,-79.38559,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Minimal,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, ,Yes, , ,Yes, ,Yes,Yes, , ,52,,,76,,461
-79.25119,43.836545,5326661,1023204,2008,2008-02-03T05:00:00.000Z,343,3,STEELES AVE E,MARKHAM RD, ,Major Arterial,Scarborough,43.836545,-79.25119,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,42,,,130,,462
-79.25119,43.836545,5326662,1023204,2008,2008-02-03T05:00:00.000Z,343,3,STEELES AVE E,MARKHAM RD, ,Major Arterial,Scarborough,43.836545,-79.25119,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,Minor,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,42,,,130,,463
-79.25119,43.836545,5326663,1023204,2008,2008-02-03T05:00:00.000Z,343,3,STEELES AVE E,MARKHAM RD, ,Major Arterial,Scarborough,43.836545,-79.25119,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Minor,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,42,,,130,,464
-79.25119,43.836545,5326664,1023204,2008,2008-02-03T05:00:00.000Z,343,3,STEELES AVE E,MARKHAM RD, ,Major Arterial,Scarborough,43.836545,-79.25119,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,15 to 19,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08", , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,42,,,130,,465
-79.438991,43.668391,80783062,7000304579,2017,2017-02-18T05:00:00.000Z,347,3,DUFFERIN ST,DUPONT ST, ,Major Arterial,Toronto and East York,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Major,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol", , , , , , , , ,Yes, , ,Yes, ,Yes,Yes,Yes,Yes,Yes, ,"11,14",,,93,,466
-79.438991,43.668391,80783063,7000304579,2017,2017-02-18T05:00:00.000Z,347,3,DUFFERIN ST,DUPONT ST, ,Major Arterial,Toronto and East York,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Minor,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , ,Yes, ,Yes,Yes,Yes,Yes,Yes, ,"11,14",,,93,,467
-79.438991,43.668391,80783064,7000304579,2017,2017-02-18T05:00:00.000Z,347,3,DUFFERIN ST,DUPONT ST, ,Major Arterial,Toronto and East York,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minimal,0,South,Intercity Bus,Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , ,Yes, ,Yes,Yes,Yes,Yes,Yes, ,"11,14",,,93,,468
-79.438991,43.668391,80783065,7000304579,2017,2017-02-18T05:00:00.000Z,347,3,DUFFERIN ST,DUPONT ST, ,Major Arterial,Toronto and East York,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minor,0, , , , , , , , , , , , , ,Yes, , ,Yes, ,Yes,Yes,Yes,Yes,Yes, ,"11,14",,,93,,469
-79.478046,43.708651,80228913,5000131237,2015,2015-01-23T05:00:00.000Z,352,3,KEELE ST,LAWRENCE AVE W, ,Major Arterial,Etobicoke York,43.708651,-79.478046,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,0,South,"Automobile, Station Wagon",Turning Left,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,12,,,30,,470
-79.478046,43.708651,80228914,5000131237,2015,2015-01-23T05:00:00.000Z,352,3,KEELE ST,LAWRENCE AVE W, ,Major Arterial,Etobicoke York,43.708651,-79.478046,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Minimal,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,12,,,30,,471
-79.478046,43.708651,80228915,5000131237,2015,2015-01-23T05:00:00.000Z,352,3,KEELE ST,LAWRENCE AVE W, ,Major Arterial,Etobicoke York,43.708651,-79.478046,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,55 to 59,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,12,,,30,,472
-79.478046,43.708651,80228916,5000131237,2015,2015-01-23T05:00:00.000Z,352,3,KEELE ST,LAWRENCE AVE W, ,Major Arterial,Etobicoke York,43.708651,-79.478046,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,65 to 69,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,12,,,30,,473
-79.478046,43.708651,80228917,5000131237,2015,2015-01-23T05:00:00.000Z,352,3,KEELE ST,LAWRENCE AVE W, ,Major Arterial,Etobicoke York,43.708651,-79.478046,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,65 to 69,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,12,,,30,,474
-79.38659,43.650845,6183728,1186370,2010,2010-07-18T04:00:00.000Z,427,4,QUEEN ST W,UNIVERSITY AVE, ,Major Arterial,Toronto and East York,43.650845,-79.38659,Intersection, ,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,52,,,76,,475
-79.38659,43.650845,6183729,1186370,2010,2010-07-18T04:00:00.000Z,427,4,QUEEN ST W,UNIVERSITY AVE, ,Major Arterial,Toronto and East York,43.650845,-79.38659,Intersection, ,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,52,,,76,,476
-79.38659,43.650845,6183730,1186370,2010,2010-07-18T04:00:00.000Z,427,4,QUEEN ST W,UNIVERSITY AVE, ,Major Arterial,Toronto and East York,43.650845,-79.38659,Intersection, ,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,0,North,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Had Been Drinking, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,52,,,76,,477
-79.564204,43.676829,80489005,5001542991,2015,2015-09-07T04:00:00.000Z,513,5,MARTIN GROVE RD,RICHGROVE DR,4 m South of,Major Arterial,Etobicoke York,43.676829,-79.564204,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,unknown,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,7,,478
-79.564204,43.676829,80489006,5001542991,2015,2015-09-07T04:00:00.000Z,513,5,MARTIN GROVE RD,RICHGROVE DR,4 m South of,Major Arterial,Etobicoke York,43.676829,-79.564204,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,unknown,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,7,,479
-79.564204,43.676829,80489007,5001542991,2015,2015-09-07T04:00:00.000Z,513,5,MARTIN GROVE RD,RICHGROVE DR,4 m South of,Major Arterial,Etobicoke York,43.676829,-79.564204,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,7,,480
-79.463481,43.698371,80734480,7000119447,2017,2017-01-20T05:00:00.000Z,527,5,CALEDONIA RD,CASTLEFIELD AVE, ,Minor Arterial,North York,43.698371,-79.463481,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,0,North,Other,Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,13,,,108,,481
-79.463481,43.698371,80734481,7000119447,2017,2017-01-20T05:00:00.000Z,527,5,CALEDONIA RD,CASTLEFIELD AVE, ,Minor Arterial,North York,43.698371,-79.463481,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,13,,,108,,482
-79.425548,43.700984,80493666,5002032713,2015,2015-11-27T05:00:00.000Z,532,5,EGLINTON AVE W,BATHURST ST, ,Major Arterial,Toronto and East York,43.700984,-79.425548,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Truck Driver,45 to 49,None,0,East,Truck - Tank,Turning Right,Disobeyed Traffic Control,Normal, , , , , , ,Yes, , , ,Yes, , , , ,Yes,Yes, , ,"13,53",,,101,,483
-79.425548,43.700984,80493667,5002032713,2015,2015-11-27T05:00:00.000Z,532,5,EGLINTON AVE W,BATHURST ST, ,Major Arterial,Toronto and East York,43.700984,-79.425548,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,58,South, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , ,Yes, , , , ,Yes,Yes, , ,"13,53",,,101,,484
-79.61409,43.755445,5860628,1132218,2009,2009-09-26T04:00:00.000Z,535,5,HIGHWAY 27  N,STEELES AVE W, ,Major Arterial,Etobicoke York,43.755445,-79.61409,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,485
-79.61409,43.755445,5860629,1132218,2009,2009-09-26T04:00:00.000Z,535,5,HIGHWAY 27  N,STEELES AVE W, ,Major Arterial,Etobicoke York,43.755445,-79.61409,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Minimal,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,486
